@relation cartagena_segura_reports

@attribute report_id numeric
@attribute incident_type {Hurto,Lesiones,Ruidos,Accidente_de_Transito,Vandalismo,Queja_Ciudadana}
@attribute hour numeric
@attribute zone {Centro,Getsemani,Bocagrande,Manga,Castillogrande,Pie_de_la_Popa}
@attribute priority {Alta,Media,Baja}

@data
631,Queja_Ciudadana,12,Centro,Baja
632,Lesiones,0,Manga,Alta
633,Hurto,21,Bocagrande,Media
634,Accidente_de_Transito,19,Pie_de_la_Popa,Media
635,Accidente_de_Transito,16,Centro,Alta
636,Ruidos,6,Castillogrande,Baja
637,Ruidos,12,Castillogrande,Baja
638,Accidente_de_Transito,3,Castillogrande,Alta
639,Hurto,3,Pie_de_la_Popa,Alta
640,Queja_Ciudadana,5,Castillogrande,Baja
641,Queja_Ciudadana,18,Getsemani,Baja
642,Accidente_de_Transito,11,Manga,Alta
643,Hurto,21,Manga,Alta
644,Accidente_de_Transito,6,Pie_de_la_Popa,Media
645,Hurto,9,Getsemani,Alta
646,Hurto,18,Bocagrande,Media
647,Lesiones,6,Bocagrande,Media
648,Ruidos,2,Castillogrande,Baja
649,Vandalismo,12,Centro,Baja
650,Accidente_de_Transito,12,Bocagrande,Media
651,Accidente_de_Transito,17,Centro,Alta
652,Ruidos,19,Manga,Baja
653,Lesiones,7,Centro,Alta
654,Lesiones,8,Manga,Alta
655,Queja_Ciudadana,6,Getsemani,Baja
656,Hurto,0,Getsemani,Alta
657,Vandalismo,2,Pie_de_la_Popa,Baja
658,Ruidos,12,Pie_de_la_Popa,Baja
659,Ruidos,16,Castillogrande,Baja
660,Accidente_de_Transito,23,Bocagrande,Alta
661,Ruidos,0,Castillogrande,Baja
662,Vandalismo,5,Manga,Baja
663,Queja_Ciudadana,20,Castillogrande,Baja
664,Ruidos,5,Centro,Baja
665,Lesiones,11,Manga,Alta
666,Ruidos,12,Pie_de_la_Popa,Baja
667,Queja_Ciudadana,12,Getsemani,Baja
668,Hurto,14,Pie_de_la_Popa,Media
669,Accidente_de_Transito,20,Bocagrande,Media
670,Accidente_de_Transito,15,Manga,Alta
671,Accidente_de_Transito,21,Manga,Alta
672,Hurto,20,Centro,Alta
673,Accidente_de_Transito,10,Bocagrande,Media
674,Queja_Ciudadana,4,Getsemani,Media
675,Hurto,3,Manga,Alta
676,Hurto,2,Manga,Alta
677,Queja_Ciudadana,18,Centro,Baja
678,Hurto,19,Castillogrande,Media
679,Vandalismo,17,Getsemani,Baja
680,Ruidos,14,Pie_de_la_Popa,Baja
681,Hurto,8,Bocagrande,Media
682,Vandalismo,16,Manga,Baja
683,Ruidos,13,Manga,Baja
684,Ruidos,14,Pie_de_la_Popa,Baja
685,Lesiones,0,Getsemani,Alta
686,Ruidos,20,Castillogrande,Baja
687,Hurto,21,Manga,Alta
688,Lesiones,21,Getsemani,Alta
689,Queja_Ciudadana,2,Pie_de_la_Popa,Baja
690,Lesiones,15,Centro,Alta
691,Accidente_de_Transito,22,Castillogrande,Alta
692,Lesiones,10,Bocagrande,Media
693,Accidente_de_Transito,11,Manga,Alta
694,Hurto,9,Getsemani,Alta
695,Queja_Ciudadana,15,Centro,Baja
696,Ruidos,7,Bocagrande,Baja
697,Hurto,5,Getsemani,Alta
698,Hurto,11,Getsemani,Alta
699,Hurto,23,Bocagrande,Alta
700,Ruidos,20,Centro,Baja
701,Lesiones,7,Pie_de_la_Popa,Media
702,Vandalismo,3,Centro,Media
703,Ruidos,7,Castillogrande,Baja
704,Hurto,17,Manga,Alta
705,Accidente_de_Transito,4,Bocagrande,Alta
706,Accidente_de_Transito,8,Pie_de_la_Popa,Media
707,Hurto,3,Bocagrande,Alta
708,Hurto,21,Bocagrande,Media
709,Hurto,16,Centro,Alta
710,Accidente_de_Transito,8,Manga,Alta
711,Accidente_de_Transito,0,Castillogrande,Alta
712,Ruidos,20,Getsemani,Baja
713,Vandalismo,19,Getsemani,Baja
714,Vandalismo,12,Bocagrande,Baja
715,Ruidos,15,Manga,Baja
716,Vandalismo,12,Pie_de_la_Popa,Baja
717,Hurto,13,Centro,Alta
718,Hurto,2,Manga,Alta
719,Lesiones,5,Manga,Alta
720,Hurto,17,Centro,Alta
721,Ruidos,18,Bocagrande,Baja
722,Queja_Ciudadana,4,Manga,Media
723,Hurto,14,Getsemani,Alta
724,Hurto,1,Centro,Alta
725,Ruidos,9,Pie_de_la_Popa,Baja
726,Queja_Ciudadana,23,Castillogrande,Baja
727,Lesiones,17,Bocagrande,Media
728,Ruidos,12,Centro,Baja
729,Hurto,4,Castillogrande,Alta
730,Hurto,22,Castillogrande,Alta
731,Queja_Ciudadana,23,Pie_de_la_Popa,Baja
732,Queja_Ciudadana,0,Manga,Media
733,Hurto,21,Pie_de_la_Popa,Media
734,Queja_Ciudadana,0,Manga,Media
735,Accidente_de_Transito,17,Manga,Alta
736,Vandalismo,14,Centro,Baja
737,Ruidos,16,Centro,Baja
738,Ruidos,10,Bocagrande,Baja
739,Ruidos,20,Manga,Baja
740,Accidente_de_Transito,21,Castillogrande,Media
741,Hurto,16,Getsemani,Alta
742,Hurto,12,Bocagrande,Media
743,Lesiones,0,Centro,Alta
744,Accidente_de_Transito,1,Pie_de_la_Popa,Alta
745,Hurto,8,Bocagrande,Media
746,Accidente_de_Transito,2,Bocagrande,Alta
747,Queja_Ciudadana,0,Bocagrande,Baja
748,Hurto,20,Bocagrande,Media
749,Accidente_de_Transito,15,Getsemani,Alta
750,Ruidos,22,Pie_de_la_Popa,Baja
751,Vandalismo,5,Pie_de_la_Popa,Baja
752,Hurto,16,Pie_de_la_Popa,Media
753,Accidente_de_Transito,4,Manga,Alta
754,Vandalismo,4,Castillogrande,Baja
755,Queja_Ciudadana,5,Pie_de_la_Popa,Baja
756,Accidente_de_Transito,2,Bocagrande,Alta
757,Ruidos,20,Bocagrande,Baja
758,Accidente_de_Transito,22,Pie_de_la_Popa,Alta
759,Vandalismo,4,Pie_de_la_Popa,Baja
760,Ruidos,20,Bocagrande,Baja
761,Hurto,4,Manga,Alta
762,Queja_Ciudadana,9,Centro,Baja
763,Accidente_de_Transito,9,Centro,Alta
764,Accidente_de_Transito,18,Pie_de_la_Popa,Media
765,Hurto,16,Getsemani,Alta
766,Accidente_de_Transito,20,Pie_de_la_Popa,Media
767,Lesiones,13,Pie_de_la_Popa,Media
768,Accidente_de_Transito,8,Centro,Alta
769,Hurto,13,Bocagrande,Media
770,Accidente_de_Transito,0,Pie_de_la_Popa,Alta
771,Queja_Ciudadana,18,Bocagrande,Baja
772,Hurto,12,Bocagrande,Media
773,Queja_Ciudadana,12,Getsemani,Baja
774,Ruidos,3,Bocagrande,Baja
775,Vandalismo,0,Centro,Media
776,Accidente_de_Transito,16,Manga,Alta
777,Ruidos,7,Manga,Baja
778,Accidente_de_Transito,1,Castillogrande,Alta
779,Vandalismo,7,Pie_de_la_Popa,Baja
780,Ruidos,6,Centro,Baja
781,Lesiones,1,Bocagrande,Alta
782,Accidente_de_Transito,21,Manga,Alta
783,Vandalismo,21,Centro,Baja
784,Accidente_de_Transito,2,Manga,Alta
785,Accidente_de_Transito,17,Bocagrande,Media
786,Ruidos,11,Manga,Baja
787,Vandalismo,0,Pie_de_la_Popa,Baja
788,Hurto,21,Pie_de_la_Popa,Media
789,Ruidos,11,Castillogrande,Baja
790,Hurto,4,Castillogrande,Alta
791,Lesiones,16,Manga,Alta
792,Lesiones,15,Centro,Alta
793,Lesiones,14,Pie_de_la_Popa,Media
794,Accidente_de_Transito,22,Centro,Alta
795,Lesiones,14,Centro,Alta
796,Ruidos,4,Manga,Media
797,Hurto,20,Centro,Alta
798,Lesiones,13,Pie_de_la_Popa,Media
799,Hurto,1,Bocagrande,Alta
800,Hurto,10,Castillogrande,Media
801,Accidente_de_Transito,18,Bocagrande,Media
802,Accidente_de_Transito,6,Centro,Alta
803,Accidente_de_Transito,5,Bocagrande,Media
804,Ruidos,1,Pie_de_la_Popa,Baja
805,Lesiones,5,Pie_de_la_Popa,Media
806,Vandalismo,17,Centro,Baja
807,Ruidos,1,Manga,Media
808,Ruidos,17,Bocagrande,Baja
809,Hurto,14,Manga,Alta
810,Lesiones,18,Manga,Alta
811,Lesiones,1,Getsemani,Alta
812,Lesiones,19,Centro,Alta
813,Ruidos,5,Castillogrande,Baja
814,Ruidos,0,Pie_de_la_Popa,Baja
815,Accidente_de_Transito,23,Pie_de_la_Popa,Alta
816,Accidente_de_Transito,14,Centro,Alta
817,Vandalismo,22,Castillogrande,Baja
818,Accidente_de_Transito,9,Pie_de_la_Popa,Media
819,Queja_Ciudadana,18,Centro,Baja
820,Hurto,16,Pie_de_la_Popa,Media
821,Hurto,4,Manga,Alta
822,Hurto,3,Bocagrande,Alta
823,Accidente_de_Transito,9,Bocagrande,Media
824,Vandalismo,23,Pie_de_la_Popa,Baja
825,Hurto,16,Getsemani,Alta
826,Queja_Ciudadana,9,Castillogrande,Baja
827,Hurto,16,Castillogrande,Media
828,Queja_Ciudadana,19,Castillogrande,Baja
829,Lesiones,23,Manga,Alta
830,Hurto,4,Castillogrande,Alta
831,Ruidos,1,Bocagrande,Baja
832,Lesiones,5,Manga,Alta
833,Lesiones,20,Centro,Alta
834,Lesiones,1,Castillogrande,Alta
835,Vandalismo,12,Castillogrande,Baja
836,Ruidos,10,Centro,Baja
837,Lesiones,10,Castillogrande,Media
838,Accidente_de_Transito,15,Centro,Alta
839,Accidente_de_Transito,10,Manga,Alta
840,Lesiones,18,Bocagrande,Media
841,Ruidos,14,Centro,Baja
842,Hurto,22,Getsemani,Alta
843,Hurto,22,Centro,Alta
844,Accidente_de_Transito,15,Castillogrande,Media
845,Hurto,10,Manga,Alta
846,Ruidos,21,Pie_de_la_Popa,Baja
847,Accidente_de_Transito,15,Manga,Alta
848,Hurto,7,Pie_de_la_Popa,Media
849,Ruidos,3,Centro,Media
850,Lesiones,7,Bocagrande,Media
851,Queja_Ciudadana,3,Getsemani,Media
852,Ruidos,23,Manga,Media
853,Vandalismo,2,Castillogrande,Baja
854,Ruidos,2,Pie_de_la_Popa,Baja
855,Hurto,17,Castillogrande,Media
856,Accidente_de_Transito,18,Bocagrande,Media
857,Queja_Ciudadana,18,Pie_de_la_Popa,Baja
858,Accidente_de_Transito,20,Manga,Alta
859,Vandalismo,4,Centro,Media
860,Vandalismo,17,Castillogrande,Baja
861,Hurto,9,Bocagrande,Media
862,Hurto,21,Manga,Alta
863,Accidente_de_Transito,20,Manga,Alta
864,Ruidos,5,Manga,Baja
865,Vandalismo,0,Manga,Media
866,Queja_Ciudadana,4,Pie_de_la_Popa,Baja
867,Lesiones,8,Manga,Alta
868,Hurto,11,Castillogrande,Media
869,Accidente_de_Transito,13,Bocagrande,Media
870,Lesiones,1,Pie_de_la_Popa,Alta
871,Vandalismo,16,Manga,Baja
872,Ruidos,13,Getsemani,Baja
873,Accidente_de_Transito,12,Getsemani,Alta
874,Hurto,8,Bocagrande,Media
875,Accidente_de_Transito,14,Centro,Alta
876,Ruidos,21,Centro,Baja
877,Ruidos,14,Pie_de_la_Popa,Baja
878,Hurto,23,Pie_de_la_Popa,Alta
879,Accidente_de_Transito,10,Pie_de_la_Popa,Media
880,Vandalismo,15,Centro,Baja
881,Hurto,16,Getsemani,Alta
882,Hurto,3,Centro,Alta
883,Hurto,0,Castillogrande,Alta
884,Accidente_de_Transito,7,Manga,Alta
885,Accidente_de_Transito,16,Pie_de_la_Popa,Media
886,Ruidos,2,Getsemani,Media
887,Hurto,19,Bocagrande,Media
888,Lesiones,14,Bocagrande,Media
889,Ruidos,14,Manga,Baja
890,Ruidos,23,Getsemani,Media
891,Queja_Ciudadana,21,Centro,Baja
892,Hurto,13,Centro,Alta
893,Accidente_de_Transito,22,Castillogrande,Alta
894,Ruidos,13,Castillogrande,Baja
895,Ruidos,23,Centro,Media
896,Accidente_de_Transito,1,Bocagrande,Alta
897,Accidente_de_Transito,12,Pie_de_la_Popa,Media
898,Queja_Ciudadana,13,Bocagrande,Baja
899,Hurto,23,Castillogrande,Alta
900,Hurto,18,Manga,Alta
901,Accidente_de_Transito,6,Centro,Alta
902,Ruidos,2,Castillogrande,Baja
903,Lesiones,14,Castillogrande,Media
904,Hurto,22,Pie_de_la_Popa,Alta
905,Hurto,13,Centro,Alta
906,Vandalismo,10,Pie_de_la_Popa,Baja
907,Hurto,14,Centro,Alta
908,Lesiones,12,Pie_de_la_Popa,Media
909,Hurto,17,Bocagrande,Media
910,Lesiones,5,Manga,Alta
911,Hurto,2,Manga,Alta
912,Ruidos,18,Centro,Baja
913,Hurto,14,Getsemani,Alta
914,Vandalismo,22,Castillogrande,Baja
915,Hurto,4,Castillogrande,Alta
916,Ruidos,9,Centro,Baja
917,Vandalismo,6,Pie_de_la_Popa,Baja
918,Accidente_de_Transito,16,Getsemani,Alta
919,Ruidos,6,Bocagrande,Baja
920,Lesiones,21,Pie_de_la_Popa,Media
921,Lesiones,11,Pie_de_la_Popa,Media
922,Accidente_de_Transito,16,Centro,Alta
923,Queja_Ciudadana,12,Centro,Baja
924,Accidente_de_Transito,19,Castillogrande,Media
925,Ruidos,3,Centro,Media
926,Accidente_de_Transito,9,Centro,Alta
927,Ruidos,2,Centro,Media
928,Hurto,8,Castillogrande,Media
929,Ruidos,12,Bocagrande,Baja
930,Queja_Ciudadana,17,Bocagrande,Baja
931,Hurto,14,Centro,Alta
932,Accidente_de_Transito,3,Castillogrande,Alta
933,Hurto,14,Bocagrande,Media
934,Ruidos,21,Pie_de_la_Popa,Baja
935,Hurto,1,Bocagrande,Alta
936,Ruidos,14,Bocagrande,Baja
937,Accidente_de_Transito,7,Castillogrande,Media
938,Lesiones,7,Pie_de_la_Popa,Media
939,Accidente_de_Transito,16,Castillogrande,Media
940,Accidente_de_Transito,11,Centro,Alta
941,Queja_Ciudadana,18,Manga,Baja
942,Hurto,9,Bocagrande,Media
943,Lesiones,8,Manga,Alta
944,Hurto,4,Castillogrande,Alta
945,Queja_Ciudadana,5,Castillogrande,Baja
946,Queja_Ciudadana,19,Castillogrande,Baja
947,Ruidos,1,Manga,Media
948,Vandalismo,23,Castillogrande,Baja
949,Ruidos,12,Centro,Baja
950,Accidente_de_Transito,5,Castillogrande,Media
951,Hurto,4,Getsemani,Alta
952,Accidente_de_Transito,0,Manga,Alta
953,Hurto,20,Getsemani,Alta
954,Vandalismo,21,Castillogrande,Baja
955,Accidente_de_Transito,20,Centro,Alta
956,Accidente_de_Transito,5,Bocagrande,Media
957,Hurto,5,Pie_de_la_Popa,Media
958,Lesiones,22,Pie_de_la_Popa,Alta
959,Lesiones,15,Castillogrande,Media
960,Lesiones,3,Centro,Alta
961,Hurto,10,Manga,Alta
962,Queja_Ciudadana,23,Getsemani,Media
963,Ruidos,22,Getsemani,Media
964,Lesiones,8,Getsemani,Alta
965,Lesiones,22,Manga,Alta
966,Ruidos,2,Pie_de_la_Popa,Baja
967,Accidente_de_Transito,18,Centro,Alta
968,Ruidos,7,Manga,Baja
969,Queja_Ciudadana,4,Getsemani,Media
970,Ruidos,3,Castillogrande,Baja
971,Queja_Ciudadana,23,Bocagrande,Baja
972,Vandalismo,5,Manga,Baja
973,Hurto,1,Manga,Alta
974,Queja_Ciudadana,19,Centro,Baja
975,Hurto,10,Centro,Alta
976,Vandalismo,3,Manga,Media
977,Lesiones,14,Getsemani,Alta
978,Vandalismo,5,Bocagrande,Baja
979,Vandalismo,21,Centro,Baja
980,Vandalismo,16,Getsemani,Baja
981,Accidente_de_Transito,23,Castillogrande,Alta
982,Lesiones,5,Centro,Alta
983,Hurto,18,Getsemani,Alta
984,Ruidos,1,Getsemani,Media
985,Hurto,14,Bocagrande,Media
986,Accidente_de_Transito,10,Bocagrande,Media
987,Lesiones,7,Castillogrande,Media
988,Queja_Ciudadana,18,Getsemani,Baja
989,Accidente_de_Transito,12,Pie_de_la_Popa,Media
990,Vandalismo,11,Getsemani,Baja
991,Hurto,4,Bocagrande,Alta
992,Vandalismo,5,Pie_de_la_Popa,Baja
993,Queja_Ciudadana,21,Centro,Baja
994,Ruidos,3,Centro,Media
995,Accidente_de_Transito,18,Manga,Alta
996,Accidente_de_Transito,19,Bocagrande,Media
997,Hurto,0,Manga,Alta
998,Ruidos,19,Pie_de_la_Popa,Baja
999,Lesiones,16,Bocagrande,Media
1000,Hurto,11,Castillogrande,Media
